#       time            x = 0.00            x = 0.67            x = 1.34            x = 2.02            x = 2.69            x = 3.36            x = 4.03            x = 4.70            x = 5.38            x = 6.05
   0.0000000    1.8411391795e-02    1.8414499639e-02    1.8413932406e-02    1.8411035152e-02    1.8409981254e-02    1.8411342042e-02    1.8410093473e-02    1.8409553554e-02    1.8412626622e-02    1.8410612510e-02
   0.0131263    1.8411344111e-02    1.8414610719e-02    1.8413940330e-02    1.8411037206e-02    1.8409881285e-02    1.8411277758e-02    1.8410000366e-02    1.8409505684e-02    1.8412630887e-02    1.8410596024e-02
